,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Year
20333,AL061944,            UNNAMED,1944-09-10,2300, L, TS,30.3,-88.3,50,1944
20361,AL071944,            UNNAMED,1944-09-15,200, L, HU,40.9,-72.2,90,1944
20362,AL071944,            UNNAMED,1944-09-15,400, L, HU,41.4,-71.6,85,1944
20484,AL131944,            UNNAMED,1944-10-18,2100, L, HU,24.6,-82.9,105,1944
20487,AL131944,            UNNAMED,1944-10-19,700, L, HU,27.2,-82.5,90,1944
20537,AL011945,            UNNAMED,1945-06-24,800, L, HU,28.6,-82.7,70,1945
20545,AL011945,            UNNAMED,1945-06-26,100, L, HU,34.7,-76.6,65,1945
20634,AL051945,            UNNAMED,1945-08-27,1200, L, HU,28.2,-96.7,100,1945
20664,AL071945,            UNNAMED,1945-09-05,0, L, TS,26.5,-82.1,35,1945
20702,AL091945,            UNNAMED,1945-09-15,1930, L, HU,25.3,-80.3,115,1945
20703,AL091945,            UNNAMED,1945-09-15,2000, L, HU,25.4,-80.4,115,1945
20710,AL091945,            UNNAMED,1945-09-17,1100, L, TS,32.1,-80.9,60,1945
20792,AL021946,            UNNAMED,1946-07-06,800, L, TS,33.9,-78.2,45,1946
20815,AL031946,            UNNAMED,1946-08-25,1900, L, TS,22.1,-97.8,35,1946
20820,AL041946,            UNNAMED,1946-09-12,1700, L, TS,25.0,-78.2,55,1946
20822,AL041946,            UNNAMED,1946-09-12,2300, L, TS,25.9,-77.3,65,1946
20869,AL061946,            UNNAMED,1946-10-07,400, L, HU,22.2,-83.9,80,1946
20874,AL061946,            UNNAMED,1946-10-08,200, L, HU,27.5,-82.6,75,1946
20904,AL071946,            UNNAMED,1946-11-01,300, L, TS,23.4,-75.8,35,1946
20906,AL071946,            UNNAMED,1946-11-01,1200, L, TS,24.6,-77.8,40,1946
20908,AL071946,            UNNAMED,1946-11-01,2200, L, TS,26.6,-80.1,40,1946
20922,AL011947,            UNNAMED,1947-08-02,0, L, TS,25.6,-97.3,45,1947
20939,AL021947,            UNNAMED,1947-08-12,1600, L, TS,19.9,-87.5,45,1947
20951,AL021947,            UNNAMED,1947-08-15,1000, L, HU,21.7,-97.5,95,1947
20972,AL031947,            UNNAMED,1947-08-22,1400, L, TS,29.1,-90.3,40,1947
20982,AL031947,            UNNAMED,1947-08-24,2200, L, HU,29.2,-94.9,70,1947
21046,AL041947,            UNNAMED,1947-09-16,1900, L, HU,26.7,-77.1,105,1947
21050,AL041947,            UNNAMED,1947-09-17,1630, L, HU,26.1,-80.1,115,1947
21059,AL041947,            UNNAMED,1947-09-19,1400, L, HU,29.6,-89.5,95,1947
21075,AL051947,            UNNAMED,1947-09-08,1400, L, TS,30.3,-88.2,45,1947
21085,AL061947,            UNNAMED,1947-09-21,2200, L, TS,21.6,-82.6,45,1947
21087,AL061947,            UNNAMED,1947-09-22,300, L, TS,22.5,-83.1,45,1947
21095,AL061947,            UNNAMED,1947-09-23,2200, L, TS,28.9,-82.7,55,1947
21111,AL071947,            UNNAMED,1947-10-07,400, L, TS,30.8,-81.5,50,1947
21145,AL091947,            UNNAMED,1947-10-11,700, L, TS,22.2,-83.6,55,1947
21149,AL091947,            UNNAMED,1947-10-12,200, L, HU,25.4,-81.2,80,1947
21163,AL091947,            UNNAMED,1947-10-15,1100, L, HU,31.8,-80.9,90,1947
21227,AL021948,            UNNAMED,1948-07-09,700, L, TS,30.3,-87.3,35,1948
21287,AL041948,            UNNAMED,1948-08-31,2200, L, TS,13.8,-60.9,40,1948
21303,AL051948,            UNNAMED,1948-09-04,700, L, HU,29.1,-90.5,70,1948
21393,AL081948,            UNNAMED,1948-09-20,2200, L, HU,22.3,-82.1,110,1948
21395,AL081948,            UNNAMED,1948-09-21,100, L, HU,22.7,-82.0,110,1948
21398,AL081948,            UNNAMED,1948-09-21,1700, L, HU,24.6,-81.6,105,1948
21401,AL081948,            UNNAMED,1948-09-22,500, L, HU,25.8,-81.3,115,1948
21426,AL091948,            UNNAMED,1948-10-05,700, L, HU,22.4,-83.2,110,1948
21428,AL091948,            UNNAMED,1948-10-05,1800, L, HU,24.7,-81.2,90,1948
21429,AL091948,            UNNAMED,1948-10-05,2000, L, HU,25.1,-80.9,90,1948
21438,AL091948,            UNNAMED,1948-10-07,2200, L, HU,32.3,-64.9,90,1948
21537,AL021949,            UNNAMED,1949-08-26,2300, L, HU,26.6,-80.0,115,1949
21568,AL031949,            UNNAMED,1949-09-01,600, L, TS,13.9,-61.0,40,1949
21616,AL051949,            UNNAMED,1949-09-04,1200, L, TS,29.3,-90.6,50,1949
21676,AL071949,            UNNAMED,1949-09-13,800, L, TS,34.3,-77.8,35,1949
21723,AL091949,            UNNAMED,1949-09-26,800, L, TS,19.5,-96.3,55,1949
21735,AL101949,            UNNAMED,1949-09-22,1500, L, TS,18.4,-70.0,55,1949
21765,AL111949,            UNNAMED,1949-10-04,500, L, HU,28.8,-95.6,95,1949
21876,AL161949,            UNNAMED,1949-11-04,1400, L, TS,15.6,-84.1,40,1949
21918,AL011950,               ABLE,1950-08-21,1600, L, HU,44.6,-63.7,65,1950
21946,AL021950,              BAKER,1950-08-22,1200, L, TS,16.8,-62.2,60,1950
21981,AL021950,              BAKER,1950-08-31,300, L, HU,30.2,-88.0,75,1950
21982,AL021950,              BAKER,1950-08-31,400, L, HU,30.7,-87.9,75,1950
22133,AL051950,               EASY,1950-09-03,100, L, HU,21.5,-82.6,70,1950
22135,AL051950,               EASY,1950-09-03,700, L, HU,22.7,-82.3,80,1950
22145,AL051950,               EASY,1950-09-05,1700, L, HU,29.1,-82.8,105,1950
22148,AL051950,               EASY,1950-09-06,400, L, HU,28.5,-82.7,90,1950
22271,AL091950,               ITEM,1950-10-11,400, L, HU,18.9,-95.9,90,1950
22317,AL111950,               KING,1950-10-16,2200, L, HU,20.9,-78.3,80,1950
22323,AL111950,               KING,1950-10-18,500, L, HU,25.7,-80.2,115,1950
22378,AL131950,               LOVE,1950-10-21,1100, L, TS,29.7,-83.4,50,1950
22470,AL021951,               ABLE,1951-05-18,1200, L, HU,27.0,-77.9,75,1951
22536,AL041951,            CHARLIE,1951-08-18,300, L, HU,17.9,-76.9,110,1951
22545,AL041951,            CHARLIE,1951-08-20,200, L, HU,20.3,-87.0,115,1951
22546,AL041951,            CHARLIE,1951-08-20,300, L, HU,20.4,-87.3,115,1951
22558,AL041951,            CHARLIE,1951-08-22,1900, L, HU,22.3,-97.8,100,1951
22699,AL081951,             GEORGE,1951-09-21,1400, L, TS,21.6,-97.4,50,1951
22716,AL091951,                HOW,1951-10-02,1000, L, TS,26.7,-82.3,55,1951
22899,AL021952,               ABLE,1952-08-31,300, L, HU,32.3,-80.6,85,1952
22915,AL031952,            UNNAMED,1952-08-28,200, L, TS,33.7,-78.7,45,1952
23100,AL101952,                FOX,1952-10-24,1800, L, HU,22.0,-80.9,125,1952
23105,AL101952,                FOX,1952-10-25,1900, L, TS,24.4,-78.3,60,1952
23108,AL101952,                FOX,1952-10-26,1000, L, HU,24.7,-76.2,75,1952
23110,AL101952,                FOX,1952-10-26,1500, L, HU,24.5,-75.6,75,1952
23148,AL011953,              ALICE,1953-05-26,1800, L, TS,15.4,-83.9,35,1953
23168,AL011953,              ALICE,1953-05-31,1300, L, TS,21.9,-84.3,45,1953
23193,AL011953,              ALICE,1953-06-06,1700, L, TS,30.3,-85.9,40,1953
23227,AL031953,            BARBARA,1953-08-14,300, L, HU,35.0,-76.1,80,1953
23228,AL031953,            BARBARA,1953-08-14,500, L, HU,35.4,-76.1,75,1953
23230,AL031953,            BARBARA,1953-08-14,900, L, HU,36.1,-75.9,70,1953
23284,AL041953,              CAROL,1953-09-07,2000, L, HU,44.2,-66.4,75,1953
23285,AL041953,              CAROL,1953-09-07,2200, L, HU,45.3,-65.8,70,1953
23322,AL061953,              DOLLY,1953-09-12,500, L, TS,32.3,-64.8,55,1953
23389,AL081953,            UNNAMED,1953-09-20,1700, L, TS,29.0,-82.8,35,1953
23405,AL091953,           FLORENCE,1953-09-26,1500, L, HU,30.3,-86.2,80,1953
23481,AL121953,              HAZEL,1953-10-09,1500, L, HU,26.7,-82.2,75,1953
23482,AL121953,              HAZEL,1953-10-09,1600, L, HU,26.7,-82.1,75,1953
23583,AL031954,              ALICE,1954-06-25,1400, L, HU,25.0,-97.6,95,1954
23614,AL051954,            BARBARA,1954-07-29,1000, L, TS,29.7,-92.8,50,1954
23645,AL061954,              CAROL,1954-08-31,1400, L, HU,40.9,-72.2,100,1954
23646,AL061954,              CAROL,1954-08-31,1500, L, HU,41.3,-72.0,100,1954
23696,AL081954,               EDNA,1954-09-11,1830, L, HU,41.4,-70.5,95,1954
23697,AL081954,               EDNA,1954-09-11,1900, L, HU,41.7,-70.3,95,1954
23698,AL081954,               EDNA,1954-09-11,1930, L, HU,41.9,-70.1,90,1954
23725,AL101954,           FLORENCE,1954-09-12,1100, L, TS,20.4,-96.8,55,1954
23751,AL121954,              GILDA,1954-09-27,1700, L, TS,16.7,-88.4,55,1954
23814,AL141954,              HAZEL,1954-10-06,0, L, HU,12.2,-61.6,65,1954
23840,AL141954,              HAZEL,1954-10-12,900, L, HU,18.3,-74.2,105,1954
23843,AL141954,              HAZEL,1954-10-13,0, L, HU,19.6,-73.4,85,1954
23846,AL141954,              HAZEL,1954-10-13,1400, L, HU,21.0,-73.1,85,1954
23855,AL141954,              HAZEL,1954-10-15,1530, L, HU,33.9,-78.6,115,1954
23901,AL011955,             BRENDA,1955-08-01,1700, L, TS,29.7,-89.4,55,1955
23947,AL021955,             CONNIE,1955-08-12,1500, L, HU,34.7,-76.7,85,1955
23999,AL031955,              DIANE,1955-08-17,1200, L, TS,34.0,-77.9,60,1955
24091,AL051955,            UNNAMED,1955-08-27,400, L, TS,30.0,-89.2,45,1955
24139,AL071955,             GLADYS,1955-09-05,2200, L, HU,23.1,-97.8,65,1955
24181,AL081955,               IONE,1955-09-19,1100, L, HU,34.7,-76.7,90,1955
24222,AL091955,              HILDA,1955-09-13,2100, L, HU,20.2,-74.2,70,1955
24228,AL091955,              HILDA,1955-09-15,300, L, HU,19.3,-81.2,65,1955
24235,AL091955,              HILDA,1955-09-16,1400, L, HU,19.7,-87.7,105,1955
24247,AL091955,              HILDA,1955-09-19,1100, L, HU,22.3,-97.9,105,1955
24258,AL101955,              JANET,1955-09-23,0, L, HU,12.6,-61.4,90,1955
24278,AL101955,              JANET,1955-09-27,1700, L, HU,17.4,-83.9,140,1955
24281,AL101955,              JANET,1955-09-28,500, L, HU,18.4,-87.8,150,1955
24288,AL101955,              JANET,1955-09-29,1800, L, HU,19.8,-96.4,95,1955
24342,AL131955,              KATIE,1955-10-17,500, L, HU,18.0,-71.7,95,1955
24360,AL161954,              ALICE,1955-01-02,2100, L, HU,18.0,-63.0,65,1955
24381,AL011956,            UNNAMED,1956-06-13,1700, L, TS,29.1,-90.7,50,1956
24394,AL021956,               ANNA,1956-07-26,2100, L, HU,21.7,-97.5,75,1956
24496,AL051956,               DORA,1956-09-12,1800, L, TS,20.9,-97.3,50,1956
24524,AL071956,             FLOSSY,1956-09-24,1000, L, HU,29.1,-89.4,75,1956
24527,AL071956,             FLOSSY,1956-09-25,0, L, HU,30.4,-86.4,80,1956
24623,AL111956,            UNNAMED,1956-10-15,2100, L, TS,25.2,-80.6,50,1956
24652,AL011957,            UNNAMED,1957-06-09,30, L, TS,30.1,-84.2,45,1957
24693,AL021957,             AUDREY,1957-06-27,1330, L, HU,29.8,-93.7,110,1957
24709,AL031957,             BERTHA,1957-08-10,600, L, TS,29.7,-93.9,55,1957
24815,AL051957,             DEBBIE,1957-09-08,1700, L, TS,30.3,-86.1,35,1957
24829,AL061957,             ESTHER,1957-09-18,1200, L, TS,29.2,-90.9,55,1957
24888,AL011958,               ALMA,1958-06-15,800, L, TS,24.9,-97.6,55,1958
25016,AL051958,               ELLA,1958-09-01,1200, L, HU,18.2,-73.4,95,1958
25018,AL051958,               ELLA,1958-09-02,0, L, HU,20.0,-76.2,70,1958
25024,AL051958,               ELLA,1958-09-03,1100, L, TS,21.8,-82.7,55,1958
25026,AL051958,               ELLA,1958-09-03,1700, L, TS,22.1,-84.0,60,1958
25038,AL051958,               ELLA,1958-09-06,800, L, TS,27.5,-97.2,50,1958
25075,AL071958,              GERDA,1958-09-14,2100, L, TS,18.0,-71.2,50,1958
25098,AL071958,              GERDA,1958-09-20,800, L, TS,24.5,-97.7,40,1958
25193,AL101958,             JANICE,1958-10-06,300, L, TS,22.0,-80.3,50,1958
25196,AL101958,             JANICE,1958-10-06,1600, L, TS,24.2,-78.0,55,1958
25198,AL101958,             JANICE,1958-10-06,2100, L, HU,25.1,-77.1,60,1958
25199,AL101958,             JANICE,1958-10-06,2300, L, HU,25.5,-76.8,60,1958
25267,AL011959,             ARLENE,1959-05-30,2200, L, TS,29.6,-91.6,55,1959
25297,AL031959,            UNNAMED,1959-06-18,800, L, TS,28.0,-82.8,40,1959
25334,AL041959,              CINDY,1959-07-09,400, L, HU,33.0,-79.6,65,1959
25344,AL041959,              CINDY,1959-07-11,1200, L, TS,41.7,-70.7,50,1959
25360,AL051959,              DEBRA,1959-07-25,500, L, HU,29.1,-95.2,75,1959
25374,AL061959,              EDITH,1959-08-18,1000, L, TS,15.3,-61.3,50,1959
25432,AL081959,             GRACIE,1959-09-29,1700, L, HU,32.5,-80.4,115,1959
25498,AL101959,              IRENE,1959-10-08,1000, L, TS,30.3,-87.6,40,1959
25522,AL111959,             JUDITH,1959-10-18,1400, L, TS,26.7,-82.3,55,1959
25617,AL011960,            UNNAMED,1960-06-24,400, L, TS,26.9,-97.4,50,1960
25640,AL021960,               ABBY,1960-07-10,1200, L, TS,13.9,-60.9,55,1960
25659,AL021960,               ABBY,1960-07-15,600, L, HU,16.3,-86.6,70,1960
25661,AL021960,               ABBY,1960-07-15,1400, L, HU,16.5,-88.4,70,1960
25676,AL031960,             BRENDA,1960-07-29,600, L, TS,29.7,-83.5,35,1960
25679,AL031960,             BRENDA,1960-07-29,2100, L, TS,33.9,-78.2,60,1960
25755,AL051960,              DONNA,1960-09-04,2200, L, HU,17.7,-61.8,110,1960
25757,AL051960,              DONNA,1960-09-05,400, L, HU,18.1,-63.0,110,1960
25770,AL051960,              DONNA,1960-09-08,600, L, HU,22.2,-74.3,105,1960
25772,AL051960,              DONNA,1960-09-08,1600, L, HU,22.4,-75.8,105,1960
25780,AL051960,              DONNA,1960-09-10,700, L, HU,24.8,-80.9,125,1960
25782,AL051960,              DONNA,1960-09-10,1600, L, HU,25.9,-81.6,105,1960
25789,AL051960,              DONNA,1960-09-12,400, L, HU,34.6,-77.3,90,1960
25793,AL051960,              DONNA,1960-09-12,1900, L, HU,40.7,-72.9,85,1960
25794,AL051960,              DONNA,1960-09-12,2000, L, HU,41.3,-72.4,80,1960
25815,AL061960,              ETHEL,1960-09-15,2100, L, HU,30.4,-89.0,70,1960
25833,AL071960,           FLORENCE,1960-09-19,900, L, TS,21.1,-73.1,35,1960
28878,AL091969,            CAMILLE,1969-08-15,2200, L, HU,21.9,-84.3,95,1969
28888,AL091969,            CAMILLE,1969-08-18,400, L, HU,30.3,-89.4,150,1969
34797,AL031983,             ALICIA,1983-08-18,700, L, HU,29.1,-95.1,100,1983
34817,AL041983,              BARRY,1983-08-25,1100, L, TD,27.9,-80.6,30,1983
34831,AL041983,              BARRY,1983-08-28,1725, L, HU,25.4,-97.4,70,1983
35022,AL101984,              DIANA,1984-09-13,700, L, HU,33.9,-78.0,80,1984
35341,AL021985,                BOB,1985-07-25,300, L, HU,32.2,-80.5,65,1985
35391,AL041985,              DANNY,1985-08-15,1630, L, HU,29.6,-92.7,80,1985
35436,AL051985,              ELENA,1985-09-02,1300, L, HU,30.4,-89.2,100,1985
35536,AL091985,             GLORIA,1985-09-27,530, L, HU,35.2,-75.6,90,1985
35539,AL091985,             GLORIA,1985-09-27,1600, L, HU,40.6,-73.3,75,1985
35571,AL101985,              HENRI,1985-09-24,2100, L, TS,40.8,-72.5,35,1985
35572,AL101985,              HENRI,1985-09-25,0, L, TD,41.3,-71.8,30,1985
35589,AL111985,             ISABEL,1985-10-10,2100, L, TS,30.6,-81.4,35,1985
35623,AL121985,               JUAN,1985-10-29,1100, L, HU,29.5,-91.4,65,1985
35663,AL131985,               KATE,1985-11-21,2230, L, HU,30.0,-85.4,85,1985
35709,AL021986,             BONNIE,1986-06-26,1000, L, HU,29.6,-94.2,75,1986
35764,AL051986,            CHARLEY,1986-08-17,1400, L, HU,34.7,-76.5,65,1986
36029,AL031987,            UNNAMED,1987-08-10,600, L, TS,29.5,-94.5,40,1987
36229,AL121987,              EMILY,1987-09-23,300, L, HU,18.3,-71.0,95,1987
36239,AL121987,              EMILY,1987-09-25,1145, L, HU,32.3,-64.7,75,1987
36261,AL131987,              FLOYD,1987-10-12,2100, L, HU,25.1,-80.5,65,1987
36338,AL031988,              CHRIS,1988-08-28,1500, L, TS,32.0,-80.9,40,1988
36357,AL041988,              DEBBY,1988-09-03,0, L, HU,20.7,-97.3,65,1988
36416,AL071988,           FLORENCE,1988-09-10,200, L, HU,29.1,-89.3,70,1988
36439,AL081988,            GILBERT,1988-09-12,1700, L, HU,17.8,-76.8,115,1988
36448,AL081988,            GILBERT,1988-09-14,1500, L, HU,20.7,-87.0,140,1988
36458,AL081988,            GILBERT,1988-09-16,2200, L, HU,24.2,-97.8,110,1988
36546,AL111988,               JOAN,1988-10-15,100, L, TS,12.1,-61.8,45,1988
36555,AL111988,               JOAN,1988-10-17,600, L, TS,12.0,-71.2,55,1988
36576,AL111988,               JOAN,1988-10-22,1000, L, HU,11.9,-83.7,125,1988
36596,AL121988,              KEITH,1988-11-21,800, L, TS,21.2,-86.8,60,1988
36605,AL121988,              KEITH,1988-11-23,700, L, TS,27.3,-82.6,55,1988
36729,AL021989,            ALLISON,1989-06-26,1300, L, TS,28.7,-95.7,40,1989
36777,AL041989,            CHANTAL,1989-08-01,1300, L, HU,29.6,-94.4,70,1989
36818,AL051989,               DEAN,1989-08-08,1300, L, TS,46.9,-55.9,55,1989
37049,AL111989,               HUGO,1989-09-17,500, L, HU,16.3,-61.3,120,1989
37054,AL111989,               HUGO,1989-09-18,600, L, HU,17.7,-64.8,120,1989
37055,AL111989,               HUGO,1989-09-18,1200, L, HU,18.2,-65.5,110,1989
37056,AL111989,               HUGO,1989-09-18,1300, L, HU,18.3,-65.6,110,1989
37071,AL111989,               HUGO,1989-09-22,400, L, HU,32.8,-79.8,120,1989
37138,AL141989,              JERRY,1989-10-16,30, L, HU,29.2,-95.0,75,1989
37270,AL051990,              DIANA,1990-08-05,1800, L, TS,19.1,-87.6,55,1990
37279,AL051990,              DIANA,1990-08-07,1900, L, HU,20.9,-97.0,85,1990
37714,AL031991,                BOB,1991-08-19,1720, L, HU,41.2,-71.6,90,1991
37715,AL031991,                BOB,1991-08-19,1800, L, HU,41.4,-71.4,85,1991
37717,AL031991,                BOB,1991-08-20,130, L, TS,44.1,-69.1,60,1991
37850,AL081991,              ERIKA,1991-09-12,300, L, TS,37.7,-25.9,35,1991
37858,AL091991,             FABIAN,1991-10-15,2100, L, TS,21.5,-82.8,40,1991
37859,AL091991,             FABIAN,1991-10-16,0, L, TS,22.4,-81.8,40,1991
37908,AL121991,            UNNAMED,1991-11-02,1400, L, TS,44.6,-63.5,45,1991
37966,AL041992,             ANDREW,1992-08-23,2100, L, HU,25.4,-76.6,140,1992
37968,AL041992,             ANDREW,1992-08-24,100, L, HU,25.4,-77.8,130,1992
37970,AL041992,             ANDREW,1992-08-24,840, L, HU,25.5,-80.2,145,1992
37971,AL041992,             ANDREW,1992-08-24,905, L, HU,25.5,-80.3,145,1992
37980,AL041992,             ANDREW,1992-08-26,830, L, HU,29.6,-91.5,100,1992
38094,AL071992,           DANIELLE,1992-09-25,2200, L, TS,37.8,-75.5,55,1992
38204,AL021993,             ARLENE,1993-06-20,900, L, TS,27.1,-97.4,35,1993
38221,AL031993,               BRET,1993-08-07,700, L, TS,10.8,-60.8,50,1993
38222,AL031993,               BRET,1993-08-07,1000, L, TS,10.8,-61.8,50,1993
38227,AL031993,               BRET,1993-08-08,800, L, TS,11.0,-68.3,40,1993
38237,AL031993,               BRET,1993-08-10,1700, L, TS,11.1,-83.8,40,1993
38243,AL041993,              CINDY,1993-08-14,1800, L, TS,14.5,-60.9,35,1993
38252,AL041993,              CINDY,1993-08-16,2100, L, TD,18.3,-71.0,30,1993
38363,AL081993,               GERT,1993-09-15,1800, L, TS,11.8,-83.8,35,1993
38372,AL081993,               GERT,1993-09-18,0, L, TS,17.3,-88.1,35,1993
38384,AL081993,               GERT,1993-09-20,2100, L, HU,21.2,-97.5,85,1993
38421,AL011994,            ALBERTO,1994-07-03,1500, L, TS,30.4,-86.5,55,1994
38441,AL021994,            UNNAMED,1994-07-20,1400, L, TD,33.2,-79.2,30,1994
38451,AL031994,              BERYL,1994-08-16,0, L, TS,30.0,-85.6,50,1994
38502,AL051994,            UNNAMED,1994-08-31,600, L, TD,22.4,-98.0,30,1994
38507,AL061994,              DEBBY,1994-09-10,300, L, TS,14.0,-61.0,55,1994
38535,AL081994,            UNNAMED,1994-09-25,1800, L, TD,16.6,-88.4,30,1994
38589,AL121994,             GORDON,1994-11-10,600, L, TD,14.0,-83.4,30,1994
38601,AL121994,             GORDON,1994-11-13,300, L, TS,17.9,-76.8,35,1994
38604,AL121994,             GORDON,1994-11-13,1300, L, TS,20.0,-74.9,40,1994
38613,AL121994,             GORDON,1994-11-15,1300, L, TS,24.6,-81.7,45,1994
38618,AL121994,             GORDON,1994-11-16,1300, L, TS,26.5,-81.9,45,1994
38637,AL121994,             GORDON,1994-11-21,300, L, TD,28.5,-80.6,25,1994
38652,AL011995,            ALLISON,1995-06-05,1400, L, TS,29.9,-84.4,60,1995
38653,AL011995,            ALLISON,1995-06-05,1500, L, TS,30.1,-84.2,55,1995
38696,AL021995,              BARRY,1995-07-09,2130, L, TS,45.3,-61.0,50,1995
38697,AL021995,              BARRY,1995-07-09,2200, L, TS,45.6,-60.8,45,1995
38751,AL041995,               DEAN,1995-07-31,200, L, TS,29.2,-95.3,40,1995
38773,AL051995,               ERIN,1995-08-02,615, L, HU,27.7,-80.3,75,1995
38780,AL051995,               ERIN,1995-08-03,1600, L, HU,30.3,-87.2,75,1995
38798,AL061995,            UNNAMED,1995-08-06,2300, L, TD,21.5,-97.4,30,1995
38880,AL081995,          GABRIELLE,1995-08-11,2000, L, TS,23.7,-97.8,60,1995
38944,AL101995,               IRIS,1995-08-27,1800, L, TS,17.0,-61.9,50,1995
38945,AL101995,               IRIS,1995-08-27,2300, L, TS,17.7,-62.0,55,1995
38993,AL111995,              JERRY,1995-08-23,1800, L, TS,27.0,-80.2,35,1995
39078,AL131995,               LUIS,1995-09-05,1200, L, HU,17.5,-61.7,115,1995
39134,AL151995,            MARILYN,1995-09-14,2100, L, HU,15.5,-61.3,70,1995
39279,AL171995,               OPAL,1995-10-04,2200, L, HU,30.3,-87.1,100,1995
39319,AL191995,            ROXANNE,1995-10-11,200, L, HU,20.0,-87.6,100,1995
39417,AL011996,             ARTHUR,1996-06-20,0, L, TS,34.7,-76.4,35,1996
39462,AL021996,             BERTHA,1996-07-12,2000, L, HU,34.3,-77.8,90,1996
39495,AL031996,              CESAR,1996-07-28,400, L, HU,12.2,-83.9,75,1996
39505,AL041996,              DOLLY,1996-08-20,1730, L, HU,19.1,-87.7,65,1996
39517,AL041996,              DOLLY,1996-08-23,1200, L, HU,21.6,-97.7,70,1996
39652,AL061996,               FRAN,1996-09-06,30, L, HU,33.9,-78.0,100,1996
39725,AL081996,           HORTENSE,1996-09-10,600, L, HU,18.0,-66.9,70,1996
39745,AL081996,           HORTENSE,1996-09-15,300, L, HU,44.8,-62.5,70,1996
39798,AL101996,          JOSEPHINE,1996-10-08,330, L, TS,30.0,-83.9,60,1996
39836,AL111996,               KYLE,1996-10-12,1200, L, TD,16.0,-88.1,30,1996
39854,AL121996,               LILI,1996-10-18,930, L, HU,22.3,-82.0,85,1996
40014,AL051997,              DANNY,1997-07-18,900, L, HU,29.3,-89.7,65,1997
40019,AL051997,              DANNY,1997-07-19,1000, L, HU,30.2,-88.1,70,1997
40021,AL051997,              DANNY,1997-07-19,1800, L, HU,30.4,-87.9,65,1997
40215,AL021998,             BONNIE,1998-08-27,400, L, HU,34.4,-77.7,95,1998
40238,AL031998,            CHARLEY,1998-08-22,1000, L, TS,27.8,-97.1,40,1998
40318,AL051998,               EARL,1998-09-03,600, L, HU,30.1,-85.7,70,1998
40350,AL061998,            FRANCES,1998-09-11,600, L, TS,28.2,-96.9,45,1998
40384,AL071998,            GEORGES,1998-09-21,430, L, HU,17.0,-61.7,100,1998
40386,AL071998,            GEORGES,1998-09-21,800, L, HU,17.2,-62.6,100,1998
40389,AL071998,            GEORGES,1998-09-21,2200, L, HU,18.1,-65.8,90,1998
40393,AL071998,            GEORGES,1998-09-22,1230, L, HU,18.2,-68.7,105,1998
40399,AL071998,            GEORGES,1998-09-23,2130, L, HU,20.1,-74.5,65,1998
40407,AL071998,            GEORGES,1998-09-25,1530, L, HU,24.5,-81.8,90,1998
40419,AL071998,            GEORGES,1998-09-28,1130, L, HU,30.4,-88.9,90,1998
40443,AL081998,            HERMINE,1998-09-20,500, L, TS,29.1,-90.9,35,1998
40614,AL131998,              MITCH,1998-10-29,1200, L, HU,15.9,-85.7,70,1998
40637,AL131998,              MITCH,1998-11-04,200, L, TS,20.1,-90.5,35,1998
40643,AL131998,              MITCH,1998-11-05,1100, L, TS,26.2,-81.9,50,1998
40725,AL021999,            UNNAMED,1999-07-03,400, L, TD,20.5,-97.0,30,1999
40744,AL031999,               BRET,1999-08-23,0, L, HU,26.9,-97.4,100,1999
40822,AL051999,             DENNIS,1999-08-28,700, L, HU,26.6,-76.8,75,1999
40853,AL051999,             DENNIS,1999-09-04,2100, L, TS,34.8,-76.5,60,1999
40891,AL071999,            UNNAMED,1999-09-06,1200, L, TD,23.2,-97.7,30,1999
40923,AL081999,              FLOYD,1999-09-14,1200, L, HU,25.4,-76.3,105,1999
40925,AL081999,              FLOYD,1999-09-14,1900, L, HU,26.3,-77.1,110,1999
40932,AL081999,              FLOYD,1999-09-16,630, L, HU,33.8,-78.0,90,1999
41006,AL101999,             HARVEY,1999-09-21,1700, L, TS,25.9,-81.7,50,1999
41039,AL131999,              IRENE,1999-10-14,1200, L, TS,21.3,-82.9,60,1999
41041,AL131999,              IRENE,1999-10-14,1900, L, TS,22.7,-82.5,60,1999
41045,AL131999,              IRENE,1999-10-15,1300, L, HU,24.6,-81.6,65,1999
41047,AL131999,              IRENE,1999-10-15,2000, L, HU,25.3,-81.1,70,1999
41077,AL141999,               JOSE,1999-10-20,1600, L, HU,17.1,-61.7,80,1999
41081,AL141999,               JOSE,1999-10-21,1105, L, TS,18.4,-64.6,60,1999
41104,AL151999,            KATRINA,1999-10-30,0, L, TS,13.8,-83.4,35,1999
41131,AL161999,              LENNY,1999-11-17,1800, L, HU,17.4,-64.8,135,1999
41135,AL161999,              LENNY,1999-11-18,1800, L, HU,18.0,-63.3,110,1999
41136,AL161999,              LENNY,1999-11-19,0, L, HU,18.1,-63.1,85,1999
41137,AL161999,              LENNY,1999-11-19,600, L, HU,18.0,-62.9,75,1999
41140,AL161999,              LENNY,1999-11-20,0, L, TS,17.3,-61.8,55,1999
41299,AL072000,              DEBBY,2000-08-22,600, L, HU,17.5,-61.7,65,2000
41300,AL072000,              DEBBY,2000-08-22,915, L, HU,17.9,-62.8,65,2000
41302,AL072000,              DEBBY,2000-08-22,1500, L, HU,18.5,-64.4,65,2000
41325,AL092000,            UNNAMED,2000-09-09,1000, L, TD,29.9,-93.9,25,2000
