,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Year
682,AL051879,            UNNAMED,18791007,1800, L, TS,33.0,-77.6,50,1879
683,AL051880,            UNNAMED,18800904,1800,  , TS,37.5,-42.5,80,1880
684,AL051881,            UNNAMED,18810829,1800, L, TS,34.7,-57.0,90,1881
685,AL051882,            UNNAMED,18820928,1800,  , TS,39.5,-48.0,70,1882
686,AL051885,            UNNAMED,18850921,1800,  , TS,27.0,-53.7,70,1885
687,AL051886,            UNNAMED,18860821,1800, L, TS,33.5,-58.0,130,1886
688,AL051887,            UNNAMED,18870808,1800,  , TS,9.9,-50.1,50,1887
689,AL051888,            UNNAMED,18880913,1800, L, TS,45.8,-64.8,50,1888
690,AL051889,            UNNAMED,18890911,1800,  , TS,40.7,-24.5,70,1889
691,AL051891,            UNNAMED,18910926,1800,  , TS,41.3,-39.7,85,1891
692,AL051892,            UNNAMED,18920923,1800,  , TS,38.2,-19.5,85,1892
693,AL051893,            UNNAMED,18930819,1800,  , TS,51.7,-44.5,85,1893
694,AL051894,            UNNAMED,18941012,1800, L, TS,56.3,-63.5,105,1894
695,AL051895,            UNNAMED,18951026,1800,  , TS,35.0,-38.8,90,1895
696,AL051896,            UNNAMED,18961016,1800, L, TS,55.7,-48.2,85,1896
697,AL051897,            UNNAMED,18971022,2000, L, TS,40.1,-57.4,70,1897
698,AL051898,            UNNAMED,18980922,1800, L, TS,39.9,-79.1,50,1898
699,AL051899,            UNNAMED,18990915,1800,  , TS,55.0,-38.4,105,1899
700,AL051900,            UNNAMED,19001014,1800,  , TS,59.5,-45.1,60,1900
701,AL051901,            UNNAMED,19010822,1800,  , TS,12.8,-53.0,45,1901
702,AL051902,            UNNAMED,19021106,1800,  , TS,37.1,-45.4,60,1902
703,AL051903,            UNNAMED,19030926,1800,  , TS,38.2,-55.6,50,1903
704,AL051904,            UNNAMED,19041025,1800,  , TS,57.8,-39.5,45,1904
705,AL051905,            UNNAMED,19051011,1800, L, TS,38.5,-77.7,45,1905
706,AL051906,            UNNAMED,19060918,2200, L, TS,35.5,-33.0,80,1906
707,AL051907,            UNNAMED,19071112,1800,  , TS,41.7,-39.7,40,1907
708,AL051908,            UNNAMED,19080902,1800, L, TS,39.8,-68.2,45,1908
709,AL051909,            UNNAMED,19090810,1800,  , TS,23.7,-79.5,40,1909
710,AL051910,            UNNAMED,19101023,1800, L, TS,37.0,-56.4,130,1910
711,AL051911,            UNNAMED,19110920,1800,  , TS,40.0,-55.0,55,1911
712,AL051912,            UNNAMED,19121010,1800,  , TS,34.5,-69.0,80,1912
713,AL051913,            UNNAMED,19131011,1800, L, TS,41.0,-65.9,65,1913
714,AL051915,            UNNAMED,19150923,1800,  , TS,37.8,-46.0,50,1915
715,AL051916,            UNNAMED,19160806,1800,  , TS,25.2,-94.0,50,1916
716,AL051918,            UNNAMED,19180908,1800,  , TS,49.0,-55.0,95,1918
717,AL051919,            UNNAMED,19191115,1800,  , TS,32.0,-56.5,60,1919
718,AL051920,            UNNAMED,19200930,1800, L, TS,31.1,-78.0,75,1920
719,AL051921,            UNNAMED,19211024,1800,  , TS,42.3,-29.8,70,1921
720,AL051922,            UNNAMED,19221017,1800,  , TS,31.6,-83.0,45,1922
721,AL051923,            UNNAMED,19231004,1800,  , TS,60.3,-34.0,105,1923
722,AL051924,            UNNAMED,19240919,1800, L, TS,46.0,-52.0,75,1924
723,AL051926,            UNNAMED,19260914,1800,  , TS,32.7,-52.2,90,1926
724,AL051927,            UNNAMED,19271004,1800, L, TS,39.0,-69.0,50,1927
725,AL051928,            UNNAMED,19280913,1800,  , TS,49.5,-29.0,60,1928
726,AL051929,            UNNAMED,19291023,1800,  , TS,43.5,-45.2,70,1929
727,AL051931,            UNNAMED,19310904,1800,  , TS,19.5,-60.9,40,1931
728,AL051932,            UNNAMED,19320907,1800,  , TS,44.7,-47.2,60,1932
729,AL051933,            UNNAMED,19330805,1800, L, TS,27.1,-54.5,80,1933
730,AL051934,            UNNAMED,19340901,1800,  , TS,29.2,-89.4,70,1934
731,AL051935,            UNNAMED,19351002,1800,  , TS,49.9,-50.5,120,1935
732,AL051936,            UNNAMED,19360801,1800, L, TS,32.0,-74.0,90,1936
733,AL051937,            UNNAMED,19370912,1800,  , TS,43.7,-65.5,60,1937
734,AL051938,            UNNAMED,19380914,1800,  , TS,22.5,-46.0,35,1938
735,AL051939,            UNNAMED,19391018,1800,  , TS,53.5,-48.0,120,1939
736,AL051940,            UNNAMED,19400919,1800,  , TS,49.5,-37.0,85,1940
737,AL051941,            UNNAMED,19411013,1800, L, TS,37.0,-54.0,105,1941
738,AL051942,            UNNAMED,19420923,1800,  , TS,16.8,-58.8,45,1942
739,AL051943,            UNNAMED,19430917,1800,  , TS,54.0,-49.0,45,1943
740,AL051944,            UNNAMED,19440823,1800,  , TS,25.6,-85.0,50,1944
741,AL051945,            UNNAMED,19450829,1800, L, TS,32.1,-94.4,100,1945
742,AL051946,            UNNAMED,19461006,1800,  , TS,43.0,-26.5,80,1946
743,AL051947,            UNNAMED,19470909,1800, L, TS,31.5,-85.6,50,1947
744,AL051948,            UNNAMED,19480906,1800, L, TS,40.0,-87.6,70,1948
745,AL051949,            UNNAMED,19490905,1800, L, TS,34.8,-88.5,50,1949
746,AL051950,               EASY,19500909,1800, L, TS,35.9,-81.6,105,1950
747,AL051951,                DOG,19510905,1800,  , TS,15.5,-25.6,80,1951
748,AL051952,            UNNAMED,19520914,1800,  , TS,44.0,-0.2,45,1952
749,AL051953,            UNNAMED,19530901,1800,  , TS,32.5,-77.5,35,1953
750,AL051954,            BARBARA,19540730,1800, L, TS,31.5,-90.1,50,1954
751,AL051955,            UNNAMED,19550828,1800, L, TS,31.5,-85.1,45,1955
752,AL051956,               DORA,19560913,1800, L, TS,21.7,-91.1,50,1956
753,AL051957,             DEBBIE,19570909,1800, L, TS,33.1,-84.4,35,1957
754,AL051958,               ELLA,19580907,1800, L, TS,27.5,-58.0,95,1958
755,AL051959,              DEBRA,19590727,1800, L, TS,36.2,-91.2,75,1959
756,AL051960,              DONNA,19600914,2200, L, TS,61.0,-22.8,125,1960
757,AL051961,             ESTHER,19610927,1800,  , TS,50.0,-32.1,125,1961
758,AL051962,               ELLA,19621023,1800,  , TS,56.2,-37.0,100,1962
759,AL051963,              DEBRA,19630924,1800,  , TS,35.4,-38.3,65,1963
760,AL051964,               CLEO,19640905,1800,  , TS,53.5,-44.3,135,1964
761,AL051965,             DEBBIE,19650930,1800,  , TS,30.0,-84.7,45,1965
762,AL051966,               ELLA,19660728,1800,  , TS,24.3,-35.0,45,1966
763,AL051967,            UNNAMED,19670709,1800,  , TD,12.0,-15.1,-99,1967
764,AL051968,              DOLLY,19680817,1800,  , TS,42.8,-26.5,70,1968
765,AL051969,            UNNAMED,19690727,1800,  , TD,9.9,-55.1,30,1969
766,AL051970,            UNNAMED,19700806,1800,  , TD,17.5,-18.0,30,1970
767,AL051971,            UNNAMED,19710809,1800,  , TD,30.5,-84.5,25,1971
768,AL051972,            UNNAMED,19720720,1800,  , TD,39.5,-35.5,25,1972
769,AL051973,            UNNAMED,19730721,1800,  , TD,11.0,-34.0,25,1973
770,AL051974,            UNNAMED,19740720,1800,  , SS,48.8,-47.0,45,1974
771,AL051975,            UNNAMED,19750726,1800,  , TD,21.7,-92.5,25,1975
772,AL051976,            UNNAMED,19760724,1800,  , TD,10.5,-24.0,25,1976
773,AL051977,              ANITA,19770903,1800,  , TS,27.0,-88.4,150,1977
774,AL051978,               BESS,19780808,1800,  , TS,25.3,-90.4,45,1978
775,AL051979,            UNNAMED,19790713,1800,  , TD,32.7,-58.2,30,1979
776,AL051980,            UNNAMED,19800817,1800,  , TD,36.7,-21.0,30,1980
777,AL051981,            UNNAMED,19810619,1800,  , TD,21.8,-91.6,30,1981
778,AL051982,              CHRIS,19820912,1800,  , TS,34.8,-91.0,55,1982
779,AL051983,            CHANTAL,19830915,1800,  , TS,41.7,-48.8,65,1983
780,AL051984,            UNNAMED,19840821,1800,  , SS,48.5,-38.0,50,1984
781,AL051985,              ELENA,19850904,1800, L, TS,38.8,-74.0,110,1985
782,AL051986,            CHARLEY,19860830,1800, L, TS,57.0,-0.0,70,1986
783,AL051987,               BRET,19870824,1800,  , TS,23.8,-20.0,45,1987
784,AL051988,            ERNESTO,19880905,1800,  , TS,43.1,-29.7,55,1988
785,AL051989,               DEAN,19890809,1800, L, TS,51.8,-41.8,90,1989
786,AL051990,              DIANA,19900809,1900, L, TS,22.5,-79.5,85,1990
787,AL051991,            UNNAMED,19910831,1800,  , TD,12.7,-30.8,30,1991
788,AL051992,             BONNIE,19921002,1800,  , TS,39.0,-21.2,95,1992
789,AL051993,              EMILY,19930906,2100, C, TS,39.8,-49.4,100,1993
790,AL051994,            UNNAMED,19940831,1800, L, TD,23.0,-93.0,30,1994
791,AL051995,               ERIN,19950806,1800, L, TS,38.8,-73.2,85,1995
792,AL051996,            EDOUARD,19960906,1800,  , TS,50.0,-19.9,125,1996
793,AL051997,              DANNY,19970727,1800, L, TS,44.0,-48.0,70,1997
794,AL051998,               EARL,19980908,1800, L, TS,52.0,-25.0,85,1998
795,AL051999,             DENNIS,19990908,2100, L, TS,45.5,-67.7,90,1999
796,AL052000,              BERYL,20000815,1800,  , TS,25.2,-93.5,45,2000
797,AL052001,               DEAN,20010829,1800,  , WV,51.0,-40.9,60,2001
798,AL052002,            EDOUARD,20020906,1800, L, TS,30.5,-78.4,55,2002
799,AL052003,              DANNY,20030727,1800,  , TS,42.7,-35.8,65,2003
800,AL052004,               EARL,20040815,1800,  , TS,9.6,-45.6,45,2004
801,AL052005,              EMILY,20050721,1800, L, TS,25.0,-42.4,140,2005
802,AL052006,              DEBBY,20060828,1800,  , TS,32.1,-21.7,45,2006
803,AL052007,               ERIN,20070819,1800, L, TS,35.9,-90.7,50,2007
804,AL052008,            EDOUARD,20080806,1800, L, TS,32.7,-87.4,55,2008
805,AL052009,              DANNY,20090829,1800, G, TS,31.0,-69.6,50,2009
806,AL052010,               FIVE,20100818,1800,  , TD,33.0,-83.0,30,2010
807,AL052011,              EMILY,20110807,1800,  , WV,30.7,-61.4,45,2011
808,AL052012,            ERNESTO,20120810,1800, L, TS,18.8,-46.7,85,2012
809,AL052013,               ERIN,20130819,1800,  , TS,20.6,-23.3,40,2013
810,AL052014,              DOLLY,20140904,1800, P, TS,22.8,-92.3,45,2014
811,AL052015,              ERIKA,20150828,1800,  , TS,17.6,-45.1,45,2015
812,AL061851,            UNNAMED,18511019,1800, L, TS,42.0,-71.6,60,1851
813,AL061853,            UNNAMED,18531001,1800,  , TS,38.0,-56.7,70,1853
814,AL061856,            UNNAMED,18560922,1800,  , TS,36.5,-48.8,70,1856
815,AL061858,            UNNAMED,18581026,1800,  , TS,43.2,-56.0,90,1858
816,AL061859,            UNNAMED,18591006,1800,  , HU,44.5,-61.0,110,1859
817,AL061860,            UNNAMED,18601003,1800, L, TS,34.7,-89.1,90,1860
818,AL061861,            UNNAMED,18611009,1800,  , TS,39.0,-46.0,60,1861
819,AL061862,            UNNAMED,18621125,1800,  , TS,10.5,-79.5,60,1862
820,AL061863,            UNNAMED,18630919,1800, L, TS,42.0,-73.5,60,1863
821,AL061865,            UNNAMED,18650928,1200,  , HU,25.5,-69.5,70,1865
822,AL061866,            UNNAMED,18661005,1800,  , HU,43.0,-35.0,120,1866
823,AL061867,            UNNAMED,18671001,1800,  , HU,38.0,-71.0,90,1867
824,AL061869,            UNNAMED,18690909,2200, L, TS,47.0,-69.0,100,1869
825,AL061870,            UNNAMED,18701014,1800,  , TS,32.2,-69.1,100,1870
826,AL061871,            UNNAMED,18710908,1800, L, TS,32.7,-75.0,70,1871
827,AL061874,            UNNAMED,18741001,1800, L, TS,50.0,-63.0,80,1874
828,AL061875,            UNNAMED,18751016,1800,  , TS,48.0,-59.0,70,1875
829,AL061877,            UNNAMED,18771018,1800,  , TS,48.3,-32.7,50,1877
830,AL061878,            UNNAMED,18780918,1800,  , HU,30.4,-45.0,90,1878
831,AL061879,            UNNAMED,18791016,1800, L, TS,33.0,-56.0,50,1879
832,AL061880,            UNNAMED,18800911,1800, L, TS,46.0,-54.2,70,1880
833,AL061881,            UNNAMED,18810911,1800, L, TS,41.5,-69.0,90,1881
834,AL061882,            UNNAMED,18821015,1800, L, TS,37.8,-65.1,120,1882
835,AL061885,            UNNAMED,18851002,1800, L, TS,35.5,-74.1,70,1885
836,AL061886,            UNNAMED,18860827,1800,  , TS,43.6,-53.3,105,1886
837,AL061887,            UNNAMED,18870823,1800,  , TS,50.6,-30.0,105,1887
838,AL061888,            UNNAMED,18880927,1800, L, TS,47.8,-65.2,70,1888
839,AL061889,            UNNAMED,18890926,1800, L, TS,49.5,-59.5,95,1889
840,AL061891,            UNNAMED,18911008,1800,  , TS,56.8,-25.5,85,1891
841,AL061892,            UNNAMED,18920927,1800,  , TS,24.3,-92.2,50,1892
842,AL061893,            UNNAMED,18930902,1800, L, TS,54.7,-20.2,105,1893
843,AL061894,            UNNAMED,18941020,1800,  , TS,38.4,-54.8,115,1894
844,AL061895,            UNNAMED,18951017,1800, L, TS,27.6,-78.6,35,1895
845,AL061896,            UNNAMED,18961109,1800,  , TS,9.8,-33.9,85,1896
846,AL061897,            UNNAMED,18971031,2300, L, TS,43.6,-57.8,55,1897
847,AL061898,            UNNAMED,18980928,1800, L, TS,30.9,-79.8,50,1898
848,AL061899,            UNNAMED,18991008,1800, L, TS,55.0,-49.9,50,1899
849,AL061900,            UNNAMED,19001015,1800, L, TS,52.8,-63.8,40,1900
850,AL061901,            UNNAMED,19010830,1800,  , TS,22.8,-22.0,70,1901
851,AL061903,            UNNAMED,19030930,1800,  , TS,46.5,-35.5,95,1903
852,AL061904,            UNNAMED,19041106,1800, L, TS,46.6,-55.7,45,1904
853,AL061906,            UNNAMED,19060930,1800, L, TS,38.2,-77.0,105,1906
854,AL061908,            UNNAMED,19080919,1800,  , TS,56.2,-43.8,105,1908
855,AL061909,            UNNAMED,19090828,1800,  , TS,23.8,-55.3,105,1909
856,AL061911,            UNNAMED,19111101,1800,  , TS,29.0,-75.5,45,1911
857,AL061912,            UNNAMED,19121018,1800, L, TS,29.5,-80.7,85,1912
858,AL061913,            UNNAMED,19131030,1800,  , TS,22.8,-82.3,65,1913
859,AL061915,            UNNAMED,19151001,1800, L, TS,40.2,-61.0,125,1915
860,AL061916,            UNNAMED,19160820,2200, L, TS,31.2,-55.0,115,1916
861,AL061918,            UNNAMED,19180914,1800,  , TS,19.5,-59.8,40,1918
862,AL061921,            UNNAMED,19211030,2000, L, TS,30.5,-55.0,120,1921
863,AL061923,            UNNAMED,19231017,1800, L, TS,39.0,-91.0,70,1923
864,AL061924,            UNNAMED,19240922,1800,  , TS,18.5,-22.6,40,1924
865,AL061926,            UNNAMED,19260917,1800,  , TS,25.4,-77.6,35,1926
866,AL061927,            UNNAMED,19271019,1800,  , TS,23.7,-72.0,40,1927
867,AL061928,            UNNAMED,19281015,1800,  , TS,40.5,-35.6,80,1928
868,AL061931,            UNNAMED,19310913,1800,  , TS,23.7,-62.7,115,1931
869,AL061932,            UNNAMED,19320918,1800, L, TS,56.0,-66.0,65,1932
870,AL061933,            UNNAMED,19330828,1800, L, TS,45.0,-21.5,120,1933
871,AL061934,            UNNAMED,19340904,1800, L, TS,39.7,-71.5,45,1934
872,AL061935,            UNNAMED,19351027,1800,  , TS,19.9,-76.1,75,1935
873,AL061936,            UNNAMED,19360811,1800,  , TS,54.5,-42.5,45,1936
874,AL061937,            UNNAMED,19370920,1800,  , TS,55.5,-31.3,110,1937
875,AL061938,            UNNAMED,19380923,2100, L, TS,47.7,-19.4,140,1938
876,AL061939,            UNNAMED,19391107,1800,  , TS,37.0,-65.0,80,1939
877,AL061940,            UNNAMED,19400925,1800, L, TS,32.0,-81.5,45,1940
878,AL061941,            UNNAMED,19411022,1800, L, TS,29.5,-69.0,45,1941
879,AL061942,            UNNAMED,19420925,1800,  , TS,49.0,-55.0,45,1942
880,AL061943,            UNNAMED,19430920,1800,  , TS,29.5,-92.0,85,1943
881,AL061944,            UNNAMED,19440911,2300, L, TS,32.0,-86.8,55,1944
882,AL061945,            UNNAMED,19450901,1800,  , TS,17.8,-81.3,60,1945
883,AL061946,            UNNAMED,19461014,1800, L, TS,36.2,-61.2,85,1946
884,AL061947,            UNNAMED,19470926,2200, L, TS,38.0,-68.3,55,1947
885,AL061948,            UNNAMED,19480917,1800,  , TS,62.5,-6.0,115,1948
886,AL061949,            UNNAMED,19490916,1800,  , TS,48.5,-33.2,65,1949
887,AL061950,                FOX,19500917,1800,  , TS,45.5,-39.5,120,1950
888,AL061951,               EASY,19510914,1800,  , TS,47.5,-17.1,130,1951
889,AL061952,            CHARLIE,19521001,1800,  , TS,40.6,-44.7,105,1952
890,AL061953,              DOLLY,19530916,1800, L, TS,43.3,-23.8,65,1953
891,AL061954,              CAROL,19540901,1800, L, TS,48.5,-70.5,100,1954
892,AL061955,              FLORA,19550909,1800,  , TS,48.0,-31.1,90,1955
893,AL061956,              ETHEL,19560914,1800,  , TS,29.4,-71.7,50,1956
894,AL061957,             ESTHER,19570919,1800, L, TS,33.5,-90.7,55,1957
895,AL061958,               FIFI,19580911,1800,  , TS,29.6,-44.8,75,1958
896,AL061959,              EDITH,19590819,1800, L, TS,16.7,-57.9,50,1959
897,AL061960,              ETHEL,19600917,2100, L, TS,36.8,-86.6,100,1960
898,AL061961,            UNNAMED,19610915,1800,  , TS,47.6,-63.0,35,1961
899,AL061963,              EDITH,19630929,1800,  , TS,23.1,-52.0,85,1963
900,AL061964,               DORA,19640916,1800,  , TS,49.0,-18.0,115,1964
901,AL061965,              ELENA,19651019,1800,  , TS,43.5,-32.5,70,1965
902,AL061966,              FAITH,19660907,1800,  , TS,62.9,-2.5,110,1966
903,AL061967,            UNNAMED,19670722,1800,  , TD,14.9,-17.0,-99,1967
904,AL061968,            UNNAMED,19680901,1800,  , TD,31.0,-81.0,25,1968
905,AL061969,               ANNA,19690805,1800,  , TS,9.5,-27.0,60,1969
906,AL061970,            UNNAMED,19700807,1800,  , TD,28.0,-75.0,25,1970
907,AL061971,               BETH,19710817,1800,  , TS,49.5,-57.7,75,1971
908,AL061972,            UNNAMED,19720803,1800,  , TD,29.0,-57.0,25,1972
909,AL061973,               ALFA,19730802,1800,  , SS,44.0,-68.0,40,1973
910,AL061974,            UNNAMED,19740815,1800,  , SS,43.5,-60.0,50,1974
911,AL061975,            UNNAMED,19750730,1800,  , TD,31.0,-86.0,30,1975
912,AL061976,               ANNA,19760806,1800,  , TS,42.8,-20.3,45,1976
913,AL061977,               BABE,19770909,1800,  , TS,34.8,-80.2,65,1977
914,AL061978,               CORA,19780812,1800,  , TS,14.0,-35.0,80,1978
915,AL061979,          CLAUDETTE,19790729,1800,  , TS,39.0,-46.3,45,1979
916,AL061980,             BONNIE,19800819,1800,  , TS,51.0,-35.5,85,1980
917,AL061981,               BRET,19810701,1800,  , TS,38.5,-65.0,60,1981
918,AL061982,              DEBBY,19820920,1800,  , TS,51.8,-19.0,115,1982
919,AL061983,               DEAN,19830930,1800,  , TS,37.9,-70.7,55,1983
920,AL061984,             ARTHUR,19840905,1800,  , TS,25.0,-51.0,45,1984
921,AL061985,            UNNAMED,19850913,1800,  , TD,32.0,-27.0,30,1985
922,AL061986,            UNNAMED,19860904,1800,  , TD,30.8,-34.5,30,1986
923,AL061987,            UNNAMED,19870902,1800,  , TD,17.2,-32.0,30,1987
924,AL061988,            UNNAMED,19880910,1800,  , TS,25.0,-17.5,50,1988
925,AL061989,            UNNAMED,19890817,1800,  , TD,17.7,-16.8,30,1989
926,AL061990,            EDOUARD,19900813,1800,  , TS,39.7,-16.6,40,1990
927,AL061991,          CLAUDETTE,19910914,1800, I, TS,37.0,-25.9,115,1991
928,AL061992,            CHARLEY,19920929,1800,  , TS,49.5,-13.5,95,1992
929,AL061993,             DENNIS,19930828,1800,  , TS,22.9,-30.8,45,1993
930,AL061994,              DEBBY,19940911,1800, L, TS,15.5,-56.8,60,1994
931,AL061995,            UNNAMED,19950807,2300, L, TD,21.8,-95.2,30,1995
932,AL061996,               FRAN,19960910,1800, L, TS,46.7,-21.0,105,1996
933,AL061997,            UNNAMED,19970719,1800,  , TD,15.0,-51.5,30,1997
934,AL061998,            FRANCES,19980913,1800, L, TS,33.0,-94.4,55,1998
935,AL061999,              EMILY,19990828,1800,  , TS,23.8,-53.6,45,1999
936,AL062000,              CHRIS,20000819,1800,  , TS,18.3,-51.9,35,2000
937,AL062001,               ERIN,20010917,1800,  , TS,65.0,-34.3,105,2001
938,AL062002,                FAY,20020911,1800, L, TS,29.1,-93.8,50,2002
939,AL062003,            UNNAMED,20030721,1800,  , TD,14.0,-43.5,30,2003
940,AL062004,            FRANCES,20040910,1930, W, TS,47.2,-35.2,125,2004
941,AL062005,           FRANKLIN,20050731,1800,  , TS,47.5,-46.0,60,2005
942,AL062006,            ERNESTO,20060904,1800, L, TS,46.5,-61.6,65,2006
943,AL062007,              FELIX,20070906,1800, L, TS,17.7,-56.6,150,2007
944,AL062008,                FAY,20080828,2030, L, TS,37.7,-67.4,60,2008
945,AL062009,              ERIKA,20090904,1830, L, TS,17.0,-57.3,45,2009
946,AL062010,           DANIELLE,20100903,1800,  , TS,57.5,-19.9,115,2010
947,AL062011,           FRANKLIN,20110816,1800,  , TS,40.4,-37.9,40,2011
948,AL062012,           FLORENCE,20120808,1800,  , TS,18.4,-23.1,50,2012
949,AL062013,            FERNAND,20130826,1800, L, TS,20.5,-94.2,50,2013
950,AL062014,            EDOUARD,20140922,1800,  , TS,39.9,-30.2,105,2014
951,AL062015,               FRED,20150906,1800,  , TS,25.3,-17.5,75,2015
952,AL071853,            UNNAMED,18530928,1200,  , TS,15.0,-37.0,50,1853
953,AL071859,            UNNAMED,18591018,1800, L, TS,27.2,-75.1,60,1859
954,AL071860,            UNNAMED,18601024,1800,  , HU,41.5,-62.5,90,1860
955,AL071861,            UNNAMED,18611007,1200, L, TS,35.3,-75.3,50,1861
956,AL071863,            UNNAMED,18630919,1800,  , TS,23.2,-96.5,50,1863
957,AL071865,            UNNAMED,18651025,1800, L, TS,9.7,-63.5,90,1865
958,AL071866,            UNNAMED,18661030,1800,  , TS,44.5,-73.0,60,1866
959,AL071867,            UNNAMED,18671009,1800, L, TS,34.7,-73.1,90,1867
960,AL071869,            UNNAMED,18690918,1800,  , TS,38.5,-38.7,90,1869
961,AL071870,            UNNAMED,18701007,1200,  , HU,12.0,-35.0,70,1870
962,AL071871,            UNNAMED,18711007,1800, L, TS,34.5,-72.0,70,1871
963,AL071874,            UNNAMED,18741104,1800,  , TS,25.5,-72.5,90,1874
964,AL071877,            UNNAMED,18771028,2100, L, TS,35.5,-65.0,50,1877
965,AL071878,            UNNAMED,18781008,1800,  , TS,49.5,-27.0,120,1878
966,AL071879,            UNNAMED,18791029,2100, L, TS,46.5,-56.5,70,1879
967,AL071880,            UNNAMED,18800910,1800,  , TS,50.0,-48.0,80,1880
968,AL071881,            UNNAMED,18810924,1800,  , TS,54.0,-21.5,60,1881
969,AL071885,            UNNAMED,18850929,1800,  , TS,41.2,-55.7,80,1885
970,AL071886,            UNNAMED,18860825,1800,  , TS,48.6,-29.5,100,1886
971,AL071887,            UNNAMED,18870827,1800,  , TS,50.7,-39.7,110,1887
972,AL071888,            UNNAMED,18881012,1800, L, TS,41.9,-67.2,95,1888
973,AL071889,            UNNAMED,18890919,1800,  , TS,44.0,-25.7,50,1889
974,AL071891,            UNNAMED,18911010,1800, L, TS,37.8,-65.0,45,1891
975,AL071892,            UNNAMED,18921016,1800,  , TS,21.7,-56.2,85,1892
976,AL071893,            UNNAMED,18930829,1800,  , TS,42.1,-21.6,85,1893
977,AL071894,            UNNAMED,18941031,1800,  , TS,53.0,-27.0,95,1894
978,AL071896,            UNNAMED,18961129,1800,  , TS,19.6,-61.1,50,1896
979,AL071898,            UNNAMED,18981006,1800, L, TS,48.0,-52.8,115,1898
980,AL071899,            UNNAMED,18991014,1800,  , TS,21.5,-35.0,40,1899
981,AL071900,            UNNAMED,19001029,1800,  , TS,45.0,-63.0,45,1900
982,AL071901,            UNNAMED,19010911,1800,  , TS,49.2,-20.0,90,1901
983,AL071903,            UNNAMED,19031010,1800,  , TS,33.6,-33.2,85,1903
984,AL071906,            UNNAMED,19061002,1800,  , TS,51.5,-4.7,60,1906
985,AL071908,            UNNAMED,19080918,1800,  , TS,28.7,-90.5,60,1908
986,AL071909,            UNNAMED,19090825,1800,  , TS,26.3,-85.7,45,1909
987,AL071912,            UNNAMED,19121121,1800,  , TS,19.0,-75.7,100,1912
988,AL071916,            UNNAMED,19160826,1800, L, TS,29.0,-60.3,95,1916
989,AL071921,            UNNAMED,19211125,1800,  , TS,24.0,-65.0,50,1921
990,AL071923,            UNNAMED,19231019,1800, L, TS,44.5,-61.0,55,1923
991,AL071924,            UNNAMED,19241005,1800,  , TS,48.5,-22.2,50,1924
992,AL071926,            UNNAMED,19260922,2200, L, TS,30.7,-46.0,130,1926
993,AL071927,            UNNAMED,19271104,1800,  , TS,35.9,-72.7,40,1927
994,AL071931,            UNNAMED,19310916,1800,  , TS,19.4,-53.0,85,1931
995,AL071932,            UNNAMED,19320926,1800,  , TS,66.7,-41.6,55,1932
996,AL071933,            UNNAMED,19330821,1800,  , TS,27.3,-65.3,40,1933
997,AL071934,            UNNAMED,19340910,1800, L, TS,48.0,-62.0,90,1934
998,AL071935,            UNNAMED,19351108,1800, L, TS,34.5,-60.9,90,1935
999,AL071936,            UNNAMED,19360812,1800,  , TS,28.5,-87.7,35,1936
1000,AL071937,            UNNAMED,19370921,1800, L, TS,30.1,-81.8,50,1937
1001,AL071938,            UNNAMED,19381017,1800, L, TS,29.9,-84.6,50,1938
1002,AL071940,            UNNAMED,19400928,1800,  , TS,40.5,-25.9,85,1940
1003,AL071942,            UNNAMED,19420930,1800,  , TS,36.4,-63.5,45,1942
1004,AL071943,            UNNAMED,19431002,1800, L, TS,41.5,-65.8,55,1943
1005,AL071944,            UNNAMED,19440916,1800, L, TS,52.0,-47.0,125,1944
1006,AL071945,            UNNAMED,19450906,1800, L, TS,31.9,-82.0,35,1945
1007,AL071946,            UNNAMED,19461103,2200, L, TS,30.9,-73.5,40,1946
1008,AL071947,            UNNAMED,19471009,1800, L, TS,34.0,-78.0,50,1947
1009,AL071948,            UNNAMED,19480910,1800,  , TS,46.0,-55.0,55,1948
1010,AL071949,            UNNAMED,19490914,1800, L, TS,36.6,-72.5,45,1949
1011,AL071950,             GEORGE,19501007,1800,  , TS,61.8,-7.5,95,1950
1012,AL071951,                FOX,19510911,1800,  , TS,57.5,-20.3,100,1951
1013,AL071952,                DOG,19520930,1800,  , TS,22.2,-48.7,60,1952
1014,AL071953,               EDNA,19530921,1800,  , TS,54.6,-4.0,100,1953
1015,AL071954,              DOLLY,19540904,1800,  , TS,48.5,-23.5,75,1954
1016,AL071955,             GLADYS,19550906,2200, L, TS,23.3,-93.3,65,1955
1017,AL071956,             FLOSSY,19561003,1800, L, TS,47.5,-55.5,80,1956
1018,AL071957,             FRIEDA,19570927,1800,  , TS,48.0,-52.5,75,1957
1019,AL071958,              GERDA,19580922,2100, L, TS,31.3,-67.5,50,1958
1020,AL071959,              FLORA,19590913,1800, P, TS,38.7,-24.1,65,1959
1021,AL071960,           FLORENCE,19600926,1800, L, TS,30.8,-64.0,50,1960
1022,AL071961,            FRANCES,19611010,1800,  , TS,46.0,-57.0,110,1961
1023,AL071963,              FLORA,19631013,1800,  , TS,9.9,-33.0,125,1963
1024,AL071964,              ETHEL,19640916,1800,  , TS,45.9,-30.7,100,1964
