,ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Year
339,AL031861,            UNNAMED,18610830,1800,  , HU,49.0,-32.7,90,1861
340,AL031862,            UNNAMED,18620920,1800,  , TS,42.5,-56.0,90,1862
341,AL031863,            UNNAMED,18630823,1800,  , TS,46.0,-61.7,90,1863
342,AL031864,            UNNAMED,18640901,1800,  , TS,17.9,-54.5,70,1864
343,AL031865,            UNNAMED,18650824,1800,  , TS,39.3,-69.0,60,1865
344,AL031866,            UNNAMED,18660907,1800,  , TS,47.0,-51.2,70,1866
345,AL031867,            UNNAMED,18670802,1200,  , HU,14.0,-77.0,90,1867
346,AL031868,            UNNAMED,18681007,1800,  , HU,19.7,-80.6,90,1868
347,AL031869,            UNNAMED,18690827,1800,  , HU,35.4,-46.7,70,1869
348,AL031870,            UNNAMED,18700904,1800,  , TS,19.7,-27.6,60,1870
349,AL031871,            UNNAMED,18710823,1800, L, TS,32.7,-72.4,100,1871
350,AL031872,            UNNAMED,18720920,1800,  , TS,44.2,-54.5,70,1872
351,AL031873,            UNNAMED,18730920,1800, L, TS,34.5,-70.3,70,1873
352,AL031874,            UNNAMED,18740908,1800,  , TS,47.5,-34.5,80,1874
353,AL031875,            UNNAMED,18750918,2100, L, TS,31.5,-55.3,100,1875
354,AL031876,            UNNAMED,18760918,1800,  , TS,37.2,-57.8,50,1876
355,AL031877,            UNNAMED,18770922,1800,  , TS,46.9,-50.5,70,1877
356,AL031878,            UNNAMED,18780821,1800,  , HU,52.2,-54.5,80,1878
357,AL031879,            UNNAMED,18790824,1800, L, TS,36.8,-81.1,90,1879
358,AL031880,            UNNAMED,18800820,1800,  , TS,27.3,-58.8,80,1880
359,AL031881,            UNNAMED,18810818,1800,  , TS,35.5,-31.0,80,1881
360,AL031882,            UNNAMED,18820916,1800, L, TS,31.5,-91.5,50,1882
361,AL031883,            UNNAMED,18830913,1800, L, TS,39.3,-57.9,110,1883
362,AL031884,            UNNAMED,18840920,1800, L, TS,53.0,-23.0,80,1884
363,AL031885,            UNNAMED,18850831,2300, L, TS,32.0,-79.1,50,1885
364,AL031886,            UNNAMED,18860702,2100, L, TS,38.2,-75.3,85,1886
365,AL031887,            UNNAMED,18870614,1800, L, TS,32.0,-84.0,35,1887
366,AL031888,            UNNAMED,18880824,1900, L, TS,55.2,-53.0,110,1888
367,AL031889,            UNNAMED,18890828,1800,  , TS,39.0,-69.2,70,1889
368,AL031890,            UNNAMED,18900903,1800,  , TS,62.5,-25.6,105,1890
369,AL031891,            UNNAMED,18910825,1800, L, TS,26.2,-58.0,110,1891
370,AL031892,            UNNAMED,18920917,1800,  , TS,48.7,-11.5,85,1892
371,AL031893,            UNNAMED,18930825,1800,  , TS,9.6,-33.9,105,1893
372,AL031894,            UNNAMED,18940909,1800,  , TS,54.0,-34.8,100,1894
373,AL031895,            UNNAMED,18951007,1800,  , TS,48.2,-54.4,50,1895
374,AL031896,            UNNAMED,18960928,1800,  , TS,60.0,-19.7,85,1896
375,AL031897,            UNNAMED,18970925,1800, L, TS,52.5,-55.0,60,1897
376,AL031898,            UNNAMED,18980906,1800,  , HU,52.0,-25.3,70,1898
377,AL031899,            UNNAMED,18990904,1800, L, TS,49.0,-15.5,130,1899
378,AL031900,            UNNAMED,19000923,1800,  , TS,30.6,-18.5,85,1900
379,AL031901,            UNNAMED,19010713,2200, L, TS,9.5,-55.5,70,1901
380,AL031902,            UNNAMED,19020925,1800,  , TS,9.8,-28.8,85,1902
381,AL031903,            UNNAMED,19030916,2300, L, TS,34.0,-72.4,80,1903
382,AL031904,            UNNAMED,19041004,1800,  , TS,18.2,-80.0,70,1904
383,AL031905,            UNNAMED,19050930,1800, L, TS,34.8,-84.0,45,1905
384,AL031906,            UNNAMED,19060825,1800,  , TS,40.2,-46.3,60,1906
385,AL031907,            UNNAMED,19070930,2000, L, TS,35.5,-71.5,45,1907
386,AL031908,            UNNAMED,19080803,1800, L, TS,50.6,-54.3,70,1908
387,AL031909,            UNNAMED,19090704,2000, L, TS,32.4,-72.0,45,1909
388,AL031910,            UNNAMED,19100915,2200, L, TS,27.0,-58.3,95,1910
389,AL031911,            UNNAMED,19110831,1800, L, TS,36.0,-65.5,85,1911
390,AL031912,            UNNAMED,19120906,1800,  , TS,38.2,-72.5,45,1912
391,AL031913,            UNNAMED,19130912,1800,  , TS,44.5,-21.0,60,1913
392,AL031915,            UNNAMED,19150911,1800,  , TS,40.0,-44.5,105,1915
393,AL031916,            UNNAMED,19160722,1800, L, TS,51.0,-52.1,90,1916
394,AL031917,            UNNAMED,19170907,1800,  , TS,63.0,-23.0,105,1917
395,AL031918,            UNNAMED,19180826,2100, L, TS,39.0,-72.0,65,1918
396,AL031919,            UNNAMED,19190905,1800,  , TS,45.5,-60.0,85,1919
397,AL031920,            UNNAMED,19200924,1800, L, TS,37.0,-75.3,75,1920
398,AL031921,            UNNAMED,19210917,1800,  , TS,56.5,-40.0,110,1921
399,AL031922,            UNNAMED,19220925,1800,  , TS,39.4,-68.0,70,1922
400,AL031923,            UNNAMED,19230911,1800,  , TS,22.0,-19.4,45,1923
401,AL031924,            UNNAMED,19240828,1800,  , TS,55.3,-45.2,105,1924
402,AL031925,            UNNAMED,19250907,1800,  , TS,27.7,-93.2,45,1925
403,AL031926,            UNNAMED,19260827,2300, L, TS,32.0,-75.5,100,1926
404,AL031927,            UNNAMED,19270929,1800,  , TS,34.0,-36.0,70,1927
405,AL031928,            UNNAMED,19280908,1800,  , TS,24.8,-72.8,50,1928
406,AL031929,            UNNAMED,19290929,1800,  , TS,44.8,-46.5,50,1929
407,AL031930,            UNNAMED,19301021,1800,  , TS,23.3,-94.0,60,1930
408,AL031931,            UNNAMED,19310819,1800,  , TS,19.8,-61.0,50,1931
409,AL031932,            UNNAMED,19320904,1800, L, TS,48.0,-69.2,75,1932
410,AL031933,            UNNAMED,19330727,1800, L, TS,34.1,-60.0,45,1933
411,AL031934,            UNNAMED,19340726,1800, L, TS,32.1,-79.4,75,1934
412,AL031935,            UNNAMED,19350910,2200, L, TS,57.0,-31.2,160,1935
413,AL031936,            UNNAMED,19360628,1800, L, TS,29.1,-95.5,70,1936
414,AL031937,            UNNAMED,19370902,1800, L, TS,35.5,-61.0,60,1937
415,AL031938,            UNNAMED,19380815,1800, L, TS,33.0,-58.6,85,1938
416,AL031939,            UNNAMED,19390820,1800,  , TS,56.0,-46.5,55,1939
417,AL031940,            UNNAMED,19400814,2000, L, TS,37.0,-64.8,85,1940
418,AL031941,            UNNAMED,19410925,1800,  , TS,41.0,-66.0,70,1941
419,AL031942,            UNNAMED,19420901,1800, L, TS,33.0,-74.0,100,1942
420,AL031943,            UNNAMED,19430827,1800,  , TS,52.0,-42.0,120,1943
421,AL031944,            UNNAMED,19440804,2300, L, TS,41.3,-67.9,70,1944
422,AL031945,            UNNAMED,19450804,1800,  , TS,18.7,-58.3,50,1945
423,AL031946,            UNNAMED,19460826,1900, L, TS,22.5,-94.0,35,1946
424,AL031947,            UNNAMED,19470827,2200, L, TS,35.0,-82.0,70,1947
425,AL031948,            UNNAMED,19480905,1800,  , TS,63.0,-17.0,105,1948
426,AL031949,            UNNAMED,19490903,1800, L, TS,15.3,-55.8,40,1949
427,AL031950,            CHARLIE,19500905,1800,  , TS,44.8,-26.4,95,1950
428,AL031951,              BAKER,19510805,1800,  , TS,40.6,-52.9,50,1951
429,AL031952,            UNNAMED,19520828,1800, L, TS,37.5,-77.6,45,1952
430,AL031953,            BARBARA,19530816,1800, L, TS,54.0,-59.0,80,1953
431,AL031954,              ALICE,19540627,1800, L, TS,30.0,-93.7,95,1954
432,AL031955,              DIANE,19550823,1800, L, TS,65.0,-29.0,90,1955
433,AL031956,              BETSY,19560821,1800,  , TS,43.2,-30.0,105,1956
434,AL031957,             BERTHA,19570811,1800, L, TS,32.7,-87.4,55,1957
435,AL031958,               CLEO,19580822,1800,  , TS,47.0,-17.0,120,1958
436,AL031959,            UNNAMED,19590622,1800, L, TS,49.0,-45.0,75,1959
437,AL031960,             BRENDA,19600807,2100, L, TS,61.5,-60.0,60,1960
438,AL031961,              CARLA,19610916,1800,  , TS,60.0,-65.0,150,1961
439,AL031962,              CELIA,19620921,1800,  , TS,40.7,-45.9,60,1962
440,AL031963,            UNNAMED,19630915,1800,  , TS,54.9,-22.0,50,1963
441,AL031964,               ABBY,19640808,1800,  , TS,28.9,-88.1,55,1964
442,AL031965,              BETSY,19650913,1800,  , TS,39.0,-50.5,135,1965
443,AL031966,              CELIA,19660722,1800,  , TS,52.0,-57.0,70,1966
444,AL031967,            UNNAMED,19670618,1800,  , TD,34.1,-75.0,-99,1967
445,AL031968,              CANDY,19680626,1800,  , TS,42.0,-80.0,60,1968
446,AL031969,            UNNAMED,19690609,1800,  , TD,25.0,-81.7,25,1969
447,AL031970,            UNNAMED,19700801,1800,  , TD,42.0,-56.0,25,1970
448,AL031971,            UNNAMED,19710711,1800,  , TD,27.0,-97.0,25,1971
449,AL031972,            UNNAMED,19720620,1800,  , TD,31.5,-65.5,25,1972
450,AL031973,            UNNAMED,19730626,1800,  , TD,33.0,-77.5,25,1973
451,AL031974,            UNNAMED,19740702,1800,  , TD,18.0,-21.0,30,1974
452,AL031975,            UNNAMED,19750705,1800,  , TD,34.5,-68.5,25,1975
453,AL031976,            UNNAMED,19760612,1800,  , TD,35.2,-69.2,30,1976
454,AL031977,            UNNAMED,19770726,1800,  , TD,25.5,-84.0,25,1977
455,AL031978,            UNNAMED,19780712,1800,  , TD,15.5,-27.5,30,1978
456,AL031979,            UNNAMED,19790713,1800,  , TD,40.2,-55.2,25,1979
457,AL031980,            UNNAMED,19800726,1800,  , TD,37.6,-64.0,30,1980
458,AL031981,             ARLENE,19810509,1800,  , TS,24.0,-71.0,50,1981
459,AL031982,              BERYL,19820906,1800,  , TS,20.1,-22.2,60,1982
460,AL031983,             ALICIA,19830821,1800, L, TS,41.2,-90.5,100,1983
461,AL031984,            UNNAMED,19840726,1800,  , TD,15.2,-47.8,30,1984
462,AL031985,          CLAUDETTE,19850817,1800,  , TS,44.5,-22.5,75,1985
463,AL031986,            UNNAMED,19860728,1800,  , TD,41.2,-54.9,30,1986
464,AL031987,            UNNAMED,19870817,1800, L, TS,32.3,-82.3,40,1987
465,AL031988,              CHRIS,19880830,1800, L, TS,46.5,-43.3,45,1988
466,AL031989,              BARRY,19890714,1800,  , TS,24.0,-37.8,45,1989
467,AL031990,             BERTHA,19900802,1800,  , TS,48.4,-60.0,70,1990
468,AL031991,                BOB,19910829,1800, L, TS,51.9,-9.9,100,1991
469,AL031992,            UNNAMED,19920726,1800,  , TD,31.2,-58.0,30,1992
470,AL031993,               BRET,19930811,1800, L, TS,12.2,-40.3,50,1993
471,AL031994,              BERYL,19940819,1800, L, TS,42.0,-72.0,50,1994
472,AL031995,            CHANTAL,19950722,1800,  , TS,55.0,-20.0,60,1995
473,AL031996,              CESAR,19960728,1800, L, TS,13.1,-62.6,75,1996
474,AL031997,               BILL,19970713,1800, I, TS,44.0,-53.0,65,1997
475,AL031998,            CHARLEY,19980824,1800, L, TS,29.4,-92.3,60,1998
476,AL031999,               BRET,19990825,1800, L, TS,28.0,-94.4,125,1999
477,AL032000,            ALBERTO,20000825,1800,  , TS,70.7,-4.9,110,2000
478,AL032001,              BARRY,20010808,1800, L, TS,37.5,-84.8,60,2001
479,AL032002,          CRISTOBAL,20020808,1800,  , TS,32.0,-72.0,45,2002
480,AL032003,               BILL,20030703,1900, L, TS,37.3,-79.5,50,2003
481,AL032004,            CHARLEY,20040815,2045, L, TS,41.2,-59.2,130,2004
482,AL032005,              CINDY,20050711,1800, L, TS,48.5,-62.5,65,2005
483,AL032006,              BERYL,20060722,1800, L, TS,48.5,-56.5,50,2006
484,AL032007,            CHANTAL,20070805,1800,  , TS,66.0,-7.0,60,2007
485,AL032008,          CRISTOBAL,20080723,1800,  , TS,44.4,-57.5,55,2008
486,AL032009,               BILL,20090826,1800, S, TS,53.0,-13.0,115,2009
487,AL032010,             BONNIE,20100725,2315, L, TS,30.1,-73.8,40,2010
488,AL032011,              CINDY,20110723,1800,  , TS,50.0,-27.8,60,2011
489,AL032012,              CHRIS,20120624,1800,  , TS,44.8,-38.2,75,2012
490,AL032013,            CHANTAL,20130710,1800,  , TS,9.8,-41.4,55,2013
491,AL032014,             BERTHA,20140809,1800, L, TS,9.8,-15.0,70,2014
492,AL032015,          CLAUDETTE,20150715,1800,  , TS,46.0,-55.9,45,2015
493,AL041851,            UNNAMED,18510827,2100, L, TS,48.5,-48.0,100,1851
494,AL041852,            UNNAMED,18520930,1800,  , TS,34.9,-58.5,80,1852
495,AL041853,            UNNAMED,18530910,1800,  , HU,48.0,-27.5,100,1853
496,AL041854,            UNNAMED,18540920,2100, L, TS,30.3,-93.6,90,1854
497,AL041855,            UNNAMED,18550827,1800,  , TS,19.7,-55.9,60,1855
498,AL041856,            UNNAMED,18560821,1200,  , TS,23.0,-82.5,50,1856
499,AL041857,            UNNAMED,18570930,1800, L, TS,27.0,-54.7,90,1857
500,AL041858,            UNNAMED,18580924,1800,  , TS,46.5,-41.4,80,1858
501,AL041859,            UNNAMED,18590913,1800,  , HU,49.0,-43.5,90,1859
502,AL041860,            UNNAMED,18600916,1800, L, TS,33.0,-83.8,90,1860
503,AL041861,            UNNAMED,18610917,1200,  , HU,28.5,-50.0,70,1861
504,AL041862,            UNNAMED,18621006,0,  , TS,13.0,-61.0,50,1862
505,AL041863,            UNNAMED,18630828,1800,  , HU,39.5,-70.5,90,1863
506,AL041864,            UNNAMED,18640908,1800,  , TS,33.0,-72.5,50,1864
507,AL041865,            UNNAMED,18650914,2100, L, TS,34.0,-55.5,90,1865
508,AL041866,            UNNAMED,18660918,1200,  , HU,15.0,-29.5,70,1866
509,AL041867,            UNNAMED,18670903,1800,  , TS,43.2,-62.2,70,1867
510,AL041868,            UNNAMED,18681017,1800,  , HU,37.5,-68.0,90,1868
511,AL041869,            UNNAMED,18690902,1800,  , TS,33.0,-66.0,60,1869
512,AL041870,            UNNAMED,18700913,1800,  , HU,49.0,-39.0,110,1870
513,AL041871,            UNNAMED,18710830,1800, L, TS,42.0,-30.7,100,1871
514,AL041872,            UNNAMED,18721006,1800,  , TS,40.5,-31.7,70,1872
515,AL041873,            UNNAMED,18730924,1800, L, TS,36.7,-70.0,50,1873
516,AL041874,            UNNAMED,18740907,1800,  , TS,32.5,-94.6,50,1874
517,AL041875,            UNNAMED,18750928,1800, L, TS,31.0,-84.0,50,1875
518,AL041876,            UNNAMED,18761005,1800,  , TS,14.1,-58.8,90,1876
519,AL041877,            UNNAMED,18771005,1800, L, TS,43.5,-55.5,100,1877
520,AL041878,            UNNAMED,18780830,1800,  , TS,37.5,-43.0,90,1878
521,AL041879,            UNNAMED,18790902,1800, L, TS,34.8,-87.1,110,1879
522,AL041880,            UNNAMED,18800901,1800, L, TS,33.5,-57.5,90,1880
523,AL041881,            UNNAMED,18810821,1800,  , TS,43.0,-51.5,70,1881
524,AL041882,            UNNAMED,18820924,2200, L, TS,41.0,-72.5,50,1882
525,AL041883,            UNNAMED,18831028,1800,  , TS,55.6,-16.5,70,1883
526,AL041884,            UNNAMED,18841017,1800,  , TS,29.3,-58.0,90,1884
527,AL041885,            UNNAMED,18850923,1800, L, TS,46.7,-66.1,80,1885
528,AL041886,            UNNAMED,18860724,1800, L, TS,57.3,-19.5,75,1886
529,AL041887,            UNNAMED,18870728,1800, L, TS,33.6,-57.6,85,1887
530,AL041888,            UNNAMED,18880908,1800,  , TS,23.0,-60.3,110,1888
531,AL041889,            UNNAMED,18890912,1800,  , TS,38.4,-55.0,90,1889
532,AL041890,            UNNAMED,18901101,1800,  , TS,15.1,-80.3,80,1890
533,AL041891,            UNNAMED,18910910,1800,  , TS,59.7,-43.3,85,1891
534,AL041892,            UNNAMED,18920917,1800, L, TS,60.3,-51.9,50,1892
535,AL041893,            UNNAMED,18930826,1800, L, TS,51.1,-36.5,100,1893
536,AL041894,            UNNAMED,18941001,1900, L, TS,41.2,-50.5,105,1894
537,AL041895,            UNNAMED,18951007,1800, L, TS,32.4,-82.9,35,1895
538,AL041896,            UNNAMED,18960930,1800, L, TS,42.0,-61.8,110,1896
539,AL041897,            UNNAMED,18970929,1800,  , TS,27.2,-82.9,40,1897
540,AL041898,            UNNAMED,18980920,1800,  , TS,52.0,-26.9,95,1898
541,AL041899,            UNNAMED,18990908,1800,  , TS,48.1,-47.0,90,1899
542,AL041900,            UNNAMED,19000915,1800, L, TS,34.0,-83.3,45,1900
543,AL041901,            UNNAMED,19010818,2200, L, TS,39.8,-38.4,80,1901
544,AL041902,            UNNAMED,19021013,2100, L, TS,42.8,-55.1,90,1902
545,AL041903,            UNNAMED,19030917,1800, L, TS,44.8,-55.6,85,1903
546,AL041904,            UNNAMED,19041021,1800, L, TS,27.4,-75.7,70,1904
547,AL041905,            UNNAMED,19051013,1800,  , TS,54.0,-44.8,105,1905
548,AL041906,            UNNAMED,19060912,1800,  , TS,54.0,-20.3,115,1906
549,AL041907,            UNNAMED,19071020,1800,  , TS,37.6,-49.1,45,1907
550,AL041908,            UNNAMED,19080803,2200, L, TS,34.0,-90.2,50,1908
551,AL041909,            UNNAMED,19090722,1800, L, TS,30.2,-60.5,100,1909
552,AL041910,            UNNAMED,19100929,1800,  , TS,42.1,-37.4,85,1910
553,AL041911,            UNNAMED,19110912,1800,  , TS,14.1,-57.0,85,1911
554,AL041912,            UNNAMED,19120915,1800, L, TS,35.0,-84.0,80,1912
555,AL041913,            UNNAMED,19130904,1800, L, TS,35.2,-72.5,75,1913
556,AL041915,            UNNAMED,19150906,1800, L, TS,43.5,-79.5,85,1915
557,AL041916,            UNNAMED,19160715,1800, L, TS,35.4,-71.2,100,1916
558,AL041917,            UNNAMED,19170930,1800, L, TS,32.0,-57.1,130,1917
559,AL041918,            UNNAMED,19180906,1800,  , TS,39.5,-45.2,60,1918
560,AL041919,            UNNAMED,19191002,1800, L, TS,31.5,-75.5,40,1919
561,AL041920,            UNNAMED,19200927,1800,  , TS,33.5,-48.8,40,1920
562,AL041921,            UNNAMED,19210914,1800,  , TS,43.0,-45.5,80,1921
563,AL041922,            UNNAMED,19221022,1800,  , TS,20.7,-75.5,95,1922
564,AL041923,            UNNAMED,19230915,1800,  , TS,49.0,-35.0,70,1923
565,AL041924,            UNNAMED,19240906,1800,  , TS,52.1,-38.6,95,1924
566,AL041925,            UNNAMED,19251205,1800, L, TS,37.9,-67.5,80,1925
567,AL041926,            UNNAMED,19260924,1800,  , TS,58.2,-41.2,115,1926
568,AL041927,            UNNAMED,19271001,1800,  , TS,49.0,-28.5,95,1927
569,AL041928,            UNNAMED,19280921,1900, L, TS,45.5,-17.0,140,1928
570,AL041929,            UNNAMED,19291020,1800,  , TS,42.0,-37.4,60,1929
571,AL041931,            UNNAMED,19310821,1800,  , TS,27.3,-59.3,35,1931
572,AL041932,            UNNAMED,19320917,1800,  , TS,72.5,-4.0,140,1932
573,AL041933,            UNNAMED,19330727,1800,  , TS,39.6,-49.9,50,1933
574,AL041934,            UNNAMED,19340823,1800,  , TS,16.9,-57.7,35,1934
575,AL041935,            UNNAMED,19350902,1800,  , TS,20.5,-86.0,50,1935
576,AL041936,            UNNAMED,19360728,1800, L, TS,31.1,-84.5,40,1936
577,AL041937,            UNNAMED,19370914,1800,  , TS,48.1,-54.5,85,1937
578,AL041938,            UNNAMED,19380829,1800,  , TS,24.1,-73.8,105,1938
579,AL041939,            UNNAMED,19390927,1800, L, TS,32.8,-86.7,45,1939
580,AL041940,            UNNAMED,19400903,1800,  , TS,50.8,-63.2,95,1940
581,AL041941,            UNNAMED,19410930,1800,  , TS,20.8,-60.3,115,1941
582,AL041942,            UNNAMED,19420903,1800,  , TS,39.1,-52.0,95,1942
583,AL041943,            UNNAMED,19430910,1800,  , TS,49.5,-54.0,105,1943
584,AL041944,            UNNAMED,19440824,1800,  , TS,20.8,-59.5,105,1944
585,AL041945,            UNNAMED,19450821,1800,  , TS,22.0,-53.5,60,1945
586,AL041946,            UNNAMED,19460917,2300, L, TS,52.5,-30.5,85,1946
587,AL041947,            UNNAMED,19470921,1900, L, TS,38.0,-20.1,125,1947
588,AL041948,            UNNAMED,19480901,2200, L, TS,14.3,-55.4,50,1948
589,AL041949,            UNNAMED,19490911,1800,  , TS,61.0,-46.9,110,1949
590,AL041950,                DOG,19500918,1800,  , HU,59.8,-3.8,125,1950
591,AL041951,            CHARLIE,19510823,1900, L, TS,22.4,-44.1,115,1951
592,AL041952,              BAKER,19520910,1800,  , TS,57.7,-43.0,95,1952
593,AL041953,              CAROL,19530909,2200, L, TS,61.8,-20.5,140,1953
594,AL041954,            UNNAMED,19540714,1800,  , TS,38.6,-70.0,45,1954
595,AL041955,              EDITH,19550905,1800,  , TS,40.8,-42.0,85,1955
596,AL041956,              CARLA,19560916,1800,  , TS,73.0,-1.5,60,1956
597,AL041957,             CARRIE,19570925,1800,  , TS,51.2,-6.0,120,1957
598,AL041958,              DAISY,19580831,1800,  , TS,42.5,-49.0,115,1958
599,AL041959,              CINDY,19590712,1800, L, TS,53.0,-56.2,65,1959
600,AL041960,               CLEO,19600821,1800,  , TS,44.2,-60.5,75,1960
601,AL041961,             DEBBIE,19610916,1800,  , TS,55.7,-8.5,105,1961
602,AL041962,              DAISY,19621009,1800,  , TS,46.0,-48.9,95,1962
603,AL041963,              CINDY,19630920,1800,  , TS,30.1,-93.7,70,1963
604,AL041964,             BRENDA,19640810,1800,  , TS,36.1,-55.5,45,1964
605,AL041965,              CAROL,19651001,1800,  , TS,42.8,-14.2,85,1965
606,AL041966,            DOROTHY,19660731,1800,  , TS,53.5,-36.0,75,1966
607,AL041967,            UNNAMED,19670620,1800,  , TD,33.0,-59.0,-99,1967
608,AL041968,            UNNAMED,19680705,1800,  , TD,29.5,-85.0,25,1968
609,AL041969,            UNNAMED,19690615,1800,  , TD,22.0,-85.9,25,1969
610,AL041970,              CELIA,19700805,1800,  , TS,32.3,-82.5,110,1970
611,AL041971,            UNNAMED,19710807,1800,  , TS,58.0,-43.0,75,1971
612,AL041972,            UNNAMED,19720712,1800,  , TD,34.8,-77.5,25,1972
613,AL041973,              ALICE,19730707,1800,  , TS,52.0,-56.5,80,1973
614,AL041974,            UNNAMED,19740717,1800,  , TD,29.5,-87.0,30,1974
615,AL041975,            BLANCHE,19750728,1800,  , TS,47.2,-62.4,75,1975
616,AL041976,            UNNAMED,19760722,1800,  , TD,34.0,-71.0,25,1976
617,AL041977,            UNNAMED,19770804,1800,  , TD,13.5,-17.5,30,1977
618,AL041978,             AMELIA,19780801,1800,  , TS,29.3,-97.0,45,1978
619,AL041979,                BOB,19790716,1800,  , TS,39.0,-75.0,65,1979
620,AL041980,              ALLEN,19800811,1800,  , TS,28.9,-30.0,165,1980
621,AL041981,            UNNAMED,19810605,1800,  , TD,30.3,-94.3,30,1981
622,AL041982,            UNNAMED,19820909,1800,  , TD,24.0,-53.0,30,1982
623,AL041983,              BARRY,19830829,1800, L, TS,28.1,-76.0,70,1983
624,AL041984,            UNNAMED,19840808,1800,  , TD,39.8,-59.0,30,1984
625,AL041985,              DANNY,19850820,1800, L, TS,40.4,-69.4,80,1985
626,AL041986,            UNNAMED,19860805,1800,  , TD,28.0,-92.9,30,1986
627,AL041987,            UNNAMED,19870815,1800,  , TD,19.0,-47.0,30,1987
628,AL041988,              DEBBY,19880908,1800, L, TS,24.4,-91.0,65,1988
629,AL041989,            CHANTAL,19890803,1800, L, TS,34.5,-90.0,70,1989
630,AL041990,              CESAR,19900807,1800,  , TS,26.9,-22.2,45,1990
631,AL041991,            UNNAMED,19910826,1800,  , TD,15.2,-23.1,30,1991
632,AL041992,             ANDREW,19920828,2100, L, TS,35.4,-35.5,150,1992
633,AL041993,              CINDY,19930817,2100, L, TS,18.8,-59.5,40,1993
634,AL041994,              CHRIS,19940823,1800,  , TS,44.7,-39.4,70,1994
635,AL041995,               DEAN,19950802,1800, L, TS,33.0,-86.6,40,1995
636,AL041996,              DOLLY,19960825,1800, L, TS,21.8,-80.2,70,1996
637,AL041997,          CLAUDETTE,19970716,1800,  , TS,36.7,-57.9,40,1997
638,AL041998,           DANIELLE,19980908,1800,  , TS,57.0,-12.0,90,1998
639,AL041999,              CINDY,19990831,1800,  , TS,40.4,-18.9,120,1999
640,AL042000,            UNNAMED,20000811,1800,  , TD,29.6,-74.2,30,2000
641,AL042001,            CHANTAL,20010822,1800, L, WV,18.7,-37.0,60,2001
642,AL042002,              DOLLY,20020904,1800,  , TS,9.7,-31.2,50,2002
643,AL042003,          CLAUDETTE,20030717,1800, L, WV,30.9,-53.5,80,2003
644,AL042004,           DANIELLE,20040824,1800,  , TS,36.4,-21.8,95,2004
645,AL042005,             DENNIS,20050718,2100, L, TS,45.8,-60.8,130,2005
646,AL042006,              CHRIS,20060806,1800,  , TS,23.2,-58.1,55,2006
647,AL042007,               DEAN,20070823,1800, L, TS,20.5,-28.9,150,2007
648,AL042008,              DOLLY,20080727,2000, L, TS,32.9,-83.6,85,2008
649,AL042009,          CLAUDETTE,20090817,1800, L, TS,32.8,-83.4,50,2009
650,AL042010,              COLIN,20100808,2100, I, TS,30.3,-40.7,50,2010
651,AL042011,                DON,20110730,1800, L, TS,27.8,-85.7,45,2011
652,AL042012,              DEBBY,20120627,2100, L, TS,29.5,-80.3,55,2012
653,AL042013,             DORIAN,20130804,1800,  , TS,32.4,-20.0,50,2013
654,AL042014,          CRISTOBAL,20140902,1800,  , TS,69.0,-15.0,75,2014
655,AL042015,              DANNY,20150824,1800,  , TS,9.7,-29.3,110,2015
656,AL051851,            UNNAMED,18510916,1800,  , TS,32.5,-73.5,50,1851
657,AL051852,            UNNAMED,18521011,2100, L, TS,40.0,-66.0,90,1852
658,AL051853,            UNNAMED,18530921,1200,  , TS,20.0,-95.0,50,1853
659,AL051854,            UNNAMED,18541022,1800,  , TS,34.2,-58.7,60,1854
660,AL051855,            UNNAMED,18550917,1800, L, TS,33.0,-88.3,110,1855
661,AL051856,            UNNAMED,18560903,1800, L, TS,39.5,-52.3,100,1856
662,AL051858,            UNNAMED,18580925,1800,  , TS,36.5,-72.6,80,1858
663,AL051859,            UNNAMED,18590918,1800, L, TS,42.5,-55.0,70,1859
664,AL051860,            UNNAMED,18600921,1800,  , TS,39.0,-66.1,60,1860
665,AL051861,            UNNAMED,18610928,1800, L, TS,45.0,-67.5,70,1861
666,AL051862,            UNNAMED,18621017,1800,  , HU,45.5,-60.0,70,1862
667,AL051863,            UNNAMED,18630916,1800,  , TS,51.0,-34.3,70,1863
668,AL051864,            UNNAMED,18641024,1800,  , TS,41.5,-61.5,70,1864
669,AL051865,            UNNAMED,18650907,0, L, TS,29.7,-92.0,60,1865
670,AL051866,            UNNAMED,18660924,1800,  , TS,52.5,-52.8,90,1866
671,AL051867,            UNNAMED,18670908,1200,  , TS,17.0,-58.0,50,1867
672,AL051869,            UNNAMED,18690906,1800, L, TS,30.2,-88.4,70,1869
673,AL051870,            UNNAMED,18700920,1800,  , HU,55.0,-33.7,80,1870
674,AL051871,            UNNAMED,18710902,1800,  , HU,42.5,-65.6,90,1871
675,AL051872,            UNNAMED,18721028,1800, L, TS,44.5,-62.5,70,1872
676,AL051873,            UNNAMED,18731010,1800, L, TS,41.0,-60.0,100,1873
677,AL051874,            UNNAMED,18740911,1800,  , TS,45.5,-56.8,50,1874
678,AL051875,            UNNAMED,18751010,1800,  , HU,42.0,-58.5,90,1875
679,AL051876,            UNNAMED,18761023,1800, L, TS,34.2,-62.0,100,1876
680,AL051877,            UNNAMED,18770929,1800,  , TS,35.0,-68.0,50,1877
681,AL051878,            UNNAMED,18780913,2100, L, TS,9.6,-54.2,90,1878
